Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties
2021,NE,Nebraska,Rock,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,9.3,,,7.7,11.0,1264,31149,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-99.4208512 42.394749),471
2021,NE,Nebraska,McPherson,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,69.2,,,63.8,75.1,379,31117,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-101.1208507 41.6484137),465
2021,NE,Nebraska,McPherson,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,3.2,,,2.6,3.7,379,31117,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-101.1208507 41.6484137),465
2021,NE,Nebraska,Knox,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,10.2,,,8.9,11.5,8401,31107,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-97.8913492 42.6344045),2302
2020,NE,Nebraska,Sarpy,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,73.5,,,70.4,76.4,193418,31153,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-96.1091254 41.1150635),2347
2021,NE,Nebraska,Boyd,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,26.9,,,21.8,32.2,1789,31015,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-98.7730221 42.8944477),2193
2021,NE,Nebraska,Knox,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,10.8,,,9.1,12.7,8401,31107,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-97.8913492 42.6344045),2302
2020,NE,Nebraska,Howard,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,68.7,,,64.3,73.1,6531,31093,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-98.5133417 41.2168513),460
2021,NE,Nebraska,Washington,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,22.6,,,18.5,27.1,20969,31177,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-96.2245771 41.5339726),2355
2020,NE,Nebraska,Greeley,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,66.6,,,62.9,69.8,2169,31077,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-98.5305655 41.5675715),2256
2021,NE,Nebraska,Jefferson,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,8.5,,,7.2,10.0,7176,31095,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-97.1431027 40.1757356),2297
2020,NE,Nebraska,Thomas,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,7.7,,,5.2,10.7,673,31171,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-100.5247028 41.8557296),476
2021,NE,Nebraska,Morrill,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.2,,,7.2,9.3,4574,31123,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-102.9905936 41.7322039),467
2020,NE,Nebraska,Banner,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,29.2,,,27.4,30.9,692,31007,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-103.7262626 41.5397495),2190
2021,NE,Nebraska,Cherry,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,25.9,,,21.2,30.7,5458,31031,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-101.0476532 42.571323),2241
2020,NE,Nebraska,Blaine,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,9,,,5.3,13.4,461,31009,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-99.9964074 41.931945),447
2021,NE,Nebraska,Dundy,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,29.9,,,25.1,34.5,1635,31057,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-101.6811327 40.180165),454
2021,NE,Nebraska,Thayer,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3.9,,,3.3,4.6,4913,31169,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-97.5962626 40.1738446),2352
2020,NE,Nebraska,Nance,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,69.2,,,66.0,72.2,3390,31125,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-97.9914083 41.4023855),2304
2021,NE,Nebraska,Rock,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,21.6,,,18.3,25.0,1264,31149,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-99.4208512 42.394749),471
2021,NE,Nebraska,Hitchcock,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,13.3,,,11.2,15.7,2586,31087,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-101.044217 40.1768964),2295
2020,NE,Nebraska,Arthur,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,9.5,,,5.9,13.6,439,31005,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-101.6959166 41.5719297),446
2021,NE,Nebraska,Seward,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,5.8,,,5.0,6.7,17603,31159,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-97.140383 40.8719439),2349
2021,NE,Nebraska,Valley,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,9.1,,,8.2,10.1,4066,31175,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-98.9834841 41.5640938),2354
2021,NE,Nebraska,Hayes,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,23.2,,,19.5,27.0,843,31085,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-101.0479627 40.5372337),458
2020,NE,Nebraska,Deuel,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,36.4,,,29.1,44.4,1865,31049,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-102.332609 41.1119026),2246
2021,NE,Nebraska,McPherson,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,16.4,,,13.6,20.1,379,31117,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-101.1208507 41.6484137),465
2021,NE,Nebraska,Rock,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,16.9,,,14.2,20.0,1264,31149,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-99.4208512 42.394749),471
2021,NE,Nebraska,Nance,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,24.4,,,20.8,28.1,3390,31125,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-97.9914083 41.4023855),2304
2021,NE,Nebraska,Sheridan,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,7.5,,,6.7,8.5,5095,31161,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-102.3682795 42.5122888),2350
2020,NE,Nebraska,Richardson,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,65.3,,,62.4,68.3,7759,31147,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-95.7186026 40.1237427),2396
2021,NE,Nebraska,Fillmore,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,37.6,,,30.8,44.8,5546,31059,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-97.5967053 40.5250399),2250
2021,NE,Nebraska,Pierce,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,81.4,,,78.3,84.2,7313,31139,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-97.6109917 42.2714129),470
2021,NE,Nebraska,Brown,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,13.4,,,11.2,15.9,2908,31017,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-99.9239198 42.3595618),448
2021,NE,Nebraska,Holt,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,73.2,,,69.0,77.5,10049,31089,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-98.7847662 42.4592867),2296
2021,NE,Nebraska,Kearney,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,8.5,,,7.5,9.7,6674,31099,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-98.9476019 40.5091198),2298
2021,NE,Nebraska,Hamilton,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,4.7,,,3.9,5.7,9386,31081,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-98.0223294 40.8728173),2257
2021,NE,Nebraska,Sarpy,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,81.6,,,78.9,84.1,193418,31153,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-96.1091254 41.1150635),2347
2020,NE,Nebraska,Custer,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,80.5,,,77.7,83.3,10460,31041,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-99.7268662 41.3938927),2243
2021,NE,Nebraska,Gage,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,10.9,,,9.1,13.0,21616,31067,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-96.6834528 40.2552337),2253
2021,NE,Nebraska,Deuel,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,61.5,,,56.7,66.2,1865,31049,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-102.332609 41.1119026),2246
2021,NE,Nebraska,Nance,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,9.2,,,7.7,10.6,3390,31125,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-97.9914083 41.4023855),2304
2020,NE,Nebraska,Burt,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,28.8,,,27.3,30.2,6709,31021,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-96.3377462 41.8541794),2195
2020,NE,Nebraska,Hooker,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,44.5,,,35.8,54.0,734,31091,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-101.117324 41.920317),459
2021,NE,Nebraska,Lincoln,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,9.3,,,8.0,10.8,34133,31111,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-100.7444808 41.0503221),463
2021,NE,Nebraska,Hitchcock,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.3,,,5.7,7.0,2586,31087,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-101.044217 40.1768964),2295
2021,NE,Nebraska,Cheyenne,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,71.7,,,66.9,76.4,9529,31033,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-103.0119289 41.2142358),2242
2021,NE,Nebraska,Thayer,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,9,,,7.9,10.2,4913,31169,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-97.5962626 40.1738446),2352
2020,NE,Nebraska,Dawes,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,67.2,,,62.6,71.5,8148,31045,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-103.1354358 42.7130379),2245
2020,NE,Nebraska,Colfax,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,30.7,,,29.5,31.8,10498,31037,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-97.0889449 41.57496),451
2021,NE,Nebraska,Dodge,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3.8,,,3.2,4.4,37103,31053,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-96.6458524 41.5770082),2248
2021,NE,Nebraska,Phelps,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,5.1,,,4.4,5.9,8937,31137,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-99.4065568 40.5163647),2308
2021,NE,Nebraska,Frontier,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,10.2,,,8.6,11.9,2555,31063,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-100.4066834 40.5309469),455
2020,NE,Nebraska,Cuming,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,38.5,,,31.0,45.9,8984,31039,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-96.7885168 41.9158651),452
2021,NE,Nebraska,Thayer,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,27.4,,,22.5,32.7,4913,31169,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-97.5962626 40.1738446),2352
2021,NE,Nebraska,Chase,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,7.5,,,6.4,8.6,3826,31029,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-101.6941918 40.5303903),449
2020,NE,Nebraska,Pawnee,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,78.1,,,75.0,81.3,2548,31133,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-96.2452136 40.1377971),2307
2021,NE,Nebraska,Saline,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,17.7,,,14.7,20.8,14192,31151,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-97.131755 40.5168024),472
2021,NE,Nebraska,Cass,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3.2,,,2.7,3.7,27017,31025,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-96.1406086 40.9098778),2197
2021,NE,Nebraska,Keith,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,9.8,,,8.4,11.4,8279,31101,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-101.6444493 41.1942448),2299
2021,NE,Nebraska,Gage,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,5.3,,,4.6,6.1,21616,31067,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-96.6834528 40.2552337),2253
2020,NE,Nebraska,Kimball,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,40.1,,,31.4,49.2,3412,31105,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-103.7031528 41.1992736),2301
2021,NE,Nebraska,Pierce,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.5,,,2.3,2.8,7313,31139,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-97.6109917 42.2714129),470
2021,NE,Nebraska,Pierce,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,3.9,,,3.3,4.6,7313,31139,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-97.6109917 42.2714129),470
2021,NE,Nebraska,Butler,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,22.3,,,18.9,25.7,8444,31023,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-97.1320395 41.2260724),2196
2021,NE,Nebraska,Boone,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,30.2,,,26.2,34.3,5386,31011,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-98.0704764 41.7039345),2191
2021,NE,Nebraska,Buffalo,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,77.5,,,74.7,80.1,50339,31019,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-99.0749839 40.8552654),2194
2021,NE,Nebraska,Washington,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,7.5,,,6.6,8.6,20969,31177,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-96.2245771 41.5339726),2355
2021,NE,Nebraska,Kimball,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,10.1,,,8.6,11.7,3412,31105,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-103.7031528 41.1992736),2301
2021,NE,Nebraska,Seward,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,22.1,,,18.8,25.7,17603,31159,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-97.140383 40.8719439),2349
2021,NE,Nebraska,Pawnee,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,84.6,,,81.9,86.9,2548,31133,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-96.2452136 40.1377971),2307
2021,NE,Nebraska,Merrick,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,5.8,,,4.9,7.0,7665,31121,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-98.0310573 41.1697896),466
2021,NE,Nebraska,Howard,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,81.5,,,78.5,84.2,6531,31093,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-98.5133417 41.2168513),460
2020,NE,Nebraska,Wheeler,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,67.7,,,62.2,72.6,795,31183,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-98.5208533 41.9225747),478
2021,NE,Nebraska,Saline,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,10.8,,,9.2,12.4,14192,31151,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-97.131755 40.5168024),472
2020,NE,Nebraska,Adams,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,39.7,,,32.5,46.3,31027,31001,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-98.5000441 40.5206322),445
2021,NE,Nebraska,Box Butte,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,18.8,,,15.6,22.3,10604,31013,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-103.0817795 42.2103804),2192
2021,NE,Nebraska,Adams,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,26.5,,,22.7,30.1,31027,31001,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-98.5000441 40.5206322),445
2021,NE,Nebraska,Dawes,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,26.3,,,22.1,30.8,8148,31045,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-103.1354358 42.7130379),2245
2021,NE,Nebraska,Boone,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.5,,,2.2,2.9,5386,31011,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-98.0704764 41.7039345),2191
2021,NE,Nebraska,Custer,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,15.2,,,12.4,18.3,10460,31041,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-99.7268662 41.3938927),2243
2021,NE,Nebraska,Pawnee,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,12.8,,,10.7,15.0,2548,31133,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-96.2452136 40.1377971),2307
2021,NE,Nebraska,Knox,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,4.1,,,3.5,4.8,8401,31107,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-97.8913492 42.6344045),2302
2021,NE,Nebraska,Boyd,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,9.8,,,8.3,11.4,1789,31015,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-98.7730221 42.8944477),2193
2021,NE,Nebraska,Dawson,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.9,,,2.6,3.2,23898,31047,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-99.8155833 40.86784),453
2021,NE,Nebraska,Dakota,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,31.6,,,28.6,34.7,21241,31043,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-96.561327 42.3916244),2244
2021,NE,Nebraska,Dixon,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,7.6,,,6.5,8.7,5545,31051,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-96.8557845 42.4850864),2247
2021,NE,Nebraska,Lancaster,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,20.8,,,19.0,22.7,324514,31109,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-96.6886584 40.7835474),462
